instrumen,tipe,waktu_wib,nilai,satuan,raw,suhu_raw,sumber,flag,kalibrasi_id,catatan
SC-10,SC,2026-09-12T21:00:00+07:00,857.704,mm,2885.2365965228064,29.05,telemetry,,27,
SC-10,SC,2026-09-12T22:00:00+07:00,858.717,mm,2885.0850400183067,28.99,telemetry,,27,
SC-10,SC,2026-09-12T23:00:00+07:00,858.296,mm,2885.1323745454147,28.92,telemetry,,27,
SC-10,SC,2026-09-13T00:00:00+07:00,855.960,mm,2885.448353835984,28.83,telemetry,,27,
SC-10,SC,2026-09-13T01:00:00+07:00,860.456,mm,2884.7835962031554,28.64,telemetry,,27,
SC-10,SC,2026-09-13T02:00:00+07:00,857.775,mm,2885.142365161806,28.51,telemetry,,27,
SC-10,SC,2026-09-13T03:00:00+07:00,858.549,mm,2885.007206638898,28.35,telemetry,,27,
SC-10,SC,2026-09-13T04:00:00+07:00,860.525,mm,2884.7036164099754,28.19,telemetry,,27,
SC-10,SC,2026-09-13T05:00:00+07:00,860.339,mm,2884.6941276267517,27.97,telemetry,,27,
SC-10,SC,2026-09-13T06:00:00+07:00,862.481,mm,2884.3924453828745,27.97,telemetry,,27,
SC-10,SC,2026-09-13T07:00:00+07:00,859.189,mm,2884.8403932919095,27.87,telemetry,,27,
SC-10,SC,2026-09-13T08:00:00+07:00,862.706,mm,2884.3513315564383,27.91,telemetry,,27,
SC-10,SC,2026-09-13T09:00:00+07:00,858.847,mm,2884.893975889614,27.9,telemetry,,27,
SC-10,SC,2026-09-13T10:00:00+07:00,860.751,mm,2884.6520129215055,28.07,telemetry,,27,
SC-10,SC,2026-09-13T11:00:00+07:00,862.261,mm,2884.428392500017,28,telemetry,,27,
SC-10,SC,2026-09-13T12:00:00+07:00,861.214,mm,2884.61250793966,28.23,telemetry,,27,
SC-10,SC,2026-09-13T13:00:00+07:00,863.880,mm,2884.2548628209456,28.35,telemetry,,27,
SC-10,SC,2026-09-13T14:00:00+07:00,865.275,mm,2884.0800966604866,28.49,telemetry,,27,
SC-10,SC,2026-09-13T15:00:00+07:00,863.770,mm,2884.3154192322045,28.63,telemetry,,27,
SC-10,SC,2026-09-13T16:00:00+07:00,862.450,mm,2884.5297392661873,28.81,telemetry,,27,
SC-10,SC,2026-09-13T17:00:00+07:00,863.101,mm,2884.4607283634223,28.96,telemetry,,27,
SC-10,SC,2026-09-13T18:00:00+07:00,862.329,mm,2884.5813281436094,29.03,telemetry,,27,
SC-10,SC,2026-09-13T19:00:00+07:00,864.381,mm,2884.3005483474913,29.08,telemetry,,27,
SC-10,SC,2026-09-13T20:00:00+07:00,864.866,mm,2884.229137774288,29.06,telemetry,,27,
SC-10,SC,2026-09-13T21:00:00+07:00,865.767,mm,2884.1049907134984,29.08,telemetry,,27,
SC-10,SC,2026-09-13T22:00:00+07:00,864.398,mm,2884.2799668581933,28.97,telemetry,,27,
SC-10,SC,2026-09-13T23:00:00+07:00,864.958,mm,2884.1858735539954,28.87,telemetry,,27,
SC-10,SC,2026-09-14T00:00:00+07:00,865.975,mm,2884.034203686176,28.82,telemetry,,27,
SC-10,SC,2026-09-14T01:00:00+07:00,865.929,mm,2884.0298912916273,28.75,telemetry,,27,
SC-10,SC,2026-09-14T02:00:00+07:00,867.349,mm,2883.7871703967744,28.49,telemetry,,27,
SC-10,SC,2026-09-14T03:00:00+07:00,869.074,mm,2883.516746280205,28.32,telemetry,,27,
SC-10,SC,2026-09-14T04:00:00+07:00,865.459,mm,2883.997979438057,28.13,telemetry,,27,
SC-10,SC,2026-09-14T05:00:00+07:00,868.509,mm,2883.549730946441,28.02,telemetry,,27,
SC-10,SC,2026-09-14T06:00:00+07:00,868.844,mm,2883.518086084362,28.12,telemetry,,27,
SC-10,SC,2026-09-14T07:00:00+07:00,867.778,mm,2883.6505779015984,28.01,telemetry,,27,
SC-10,SC,2026-09-14T08:00:00+07:00,869.634,mm,2883.368068955516,27.88,telemetry,,27,
SC-10,SC,2026-09-14T09:00:00+07:00,870.431,mm,2883.2575433936363,27.89,telemetry,,27,
SC-10,SC,2026-09-14T10:00:00+07:00,867.441,mm,2883.701323953353,28.03,telemetry,,27,
SC-10,SC,2026-09-14T11:00:00+07:00,868.530,mm,2883.551898843331,28.05,telemetry,,27,
SC-10,SC,2026-09-14T12:00:00+07:00,869.271,mm,2883.465192285529,28.17,telemetry,,27,
SC-10,SC,2026-09-14T13:00:00+07:00,869.090,mm,2883.521192459185,28.36,telemetry,,27,
SC-10,SC,2026-09-14T14:00:00+07:00,870.368,mm,2883.362357178194,28.49,telemetry,,27,
SC-10,SC,2026-09-14T15:00:00+07:00,869.618,mm,2883.49269290101,28.65,telemetry,,27,
SC-10,SC,2026-09-14T16:00:00+07:00,870.333,mm,2883.4218231165974,28.84,telemetry,,27,
SC-10,SC,2026-09-14T17:00:00+07:00,871.351,mm,2883.3053859051856,29.01,telemetry,,27,
SC-10,SC,2026-09-14T18:00:00+07:00,871.817,mm,2883.2494977556003,29.07,telemetry,,27,
SC-10,SC,2026-09-14T19:00:00+07:00,870.922,mm,2883.372762889271,29.05,telemetry,,27,
SC-10,SC,2026-09-14T20:00:00+07:00,870.856,mm,2883.3850103265295,29.07,telemetry,,27,
SC-10,SC,2026-09-14T21:00:00+07:00,871.251,mm,2883.3153826548346,28.98,telemetry,,27,
SC-10,SC,2026-09-14T22:00:00+07:00,873.349,mm,2883.0194186760423,28.99,telemetry,,27,
SC-10,SC,2026-09-14T23:00:00+07:00,872.544,mm,2883.129924662922,28.97,telemetry,,27,
SC-10,SC,2026-09-15T00:00:00+07:00,873.048,mm,2883.0153950020576,28.69,telemetry,,27,
SC-10,SC,2026-09-15T01:00:00+07:00,874.477,mm,2882.8148316137117,28.7,telemetry,,27,
SC-10,SC,2026-09-15T02:00:00+07:00,874.718,mm,2882.7499407779005,28.5,telemetry,,27,
SC-10,SC,2026-09-15T03:00:00+07:00,875.714,mm,2882.5765423431117,28.3,telemetry,,27,
SC-10,SC,2026-09-15T04:00:00+07:00,874.351,mm,2882.750592827207,28.18,telemetry,,27,
SC-10,SC,2026-09-15T05:00:00+07:00,874.605,mm,2882.701645369756,28.1,telemetry,,27,
SC-10,SC,2026-09-15T06:00:00+07:00,873.332,mm,2882.8584477512545,27.95,telemetry,,27,
SC-10,SC,2026-09-15T07:00:00+07:00,875.153,mm,2882.5822732643232,27.83,telemetry,,27,
SC-10,SC,2026-09-15T08:00:00+07:00,876.420,mm,2882.415564179764,27.91,telemetry,,27,
SC-10,SC,2026-09-15T09:00:00+07:00,877.196,mm,2882.3089224452597,27.93,telemetry,,27,
SC-10,SC,2026-09-15T10:00:00+07:00,876.396,mm,2882.428465215516,27.97,telemetry,,27,
SC-10,SC,2026-09-15T11:00:00+07:00,877.112,mm,2882.346732836979,28.09,telemetry,,27,
SC-10,SC,2026-09-15T12:00:00+07:00,878.572,mm,2882.156237821639,28.19,telemetry,,27,
SC-10,SC,2026-09-15T13:00:00+07:00,875.161,mm,2882.6542148818867,28.29,telemetry,,27,
SC-10,SC,2026-09-15T14:00:00+07:00,878.824,mm,2882.1734023468275,28.52,telemetry,,27,
SC-10,SC,2026-09-15T15:00:00+07:00,875.416,mm,2882.684937633805,28.71,telemetry,,27,
SC-10,SC,2026-09-15T16:00:00+07:00,879.235,mm,2882.16038856193,28.81,telemetry,,27,
SC-10,SC,2026-09-15T17:00:00+07:00,878.781,mm,2882.2396286914445,28.9,telemetry,,27,
SC-10,SC,2026-09-15T18:00:00+07:00,877.313,mm,2882.474974944149,29.08,telemetry,,27,
SC-10,SC,2026-09-15T19:00:00+07:00,878.439,mm,2882.301818129327,28.99,telemetry,,27,
SC-10,SC,2026-09-15T20:00:00+07:00,877.640,mm,2882.434348569882,29.12,telemetry,,27,
SC-10,SC,2026-09-15T21:00:00+07:00,878.516,mm,2882.3018783483126,29.06,telemetry,,27,
SC-10,SC,2026-09-15T22:00:00+07:00,878.944,mm,2882.235353178733,29.02,telemetry,,27,
SC-10,SC,2026-09-15T23:00:00+07:00,877.051,mm,2882.4785851741067,28.87,telemetry,,27,
SC-10,SC,2026-09-16T00:00:00+07:00,878.809,mm,2882.2178922583153,28.79,telemetry,,27,
SC-10,SC,2026-09-16T01:00:00+07:00,879.716,mm,2882.079905491781,28.73,telemetry,,27,
SC-10,SC,2026-09-16T02:00:00+07:00,880.260,mm,2881.988982927686,28.64,telemetry,,27,
SC-10,SC,2026-09-16T03:00:00+07:00,881.460,mm,2881.77515783429,28.36,telemetry,,27,
SC-10,SC,2026-09-16T04:00:00+07:00,880.801,mm,2881.8477531205867,28.23,telemetry,,27,
SC-10,SC,2026-09-16T05:00:00+07:00,881.524,mm,2881.7261109848023,28.11,telemetry,,27,
SC-10,SC,2026-09-16T06:00:00+07:00,880.538,mm,2881.8315804176545,27.89,telemetry,,27,
SC-10,SC,2026-09-16T07:00:00+07:00,882.935,mm,2881.4932994799824,27.89,telemetry,,27,
SC-10,SC,2026-09-16T08:00:00+07:00,883.446,mm,2881.418627817922,27.88,telemetry,,27,
SC-10,SC,2026-09-16T09:00:00+07:00,881.587,mm,2881.690519205202,27.94,telemetry,,27,
SC-10,SC,2026-09-16T10:00:00+07:00,883.030,mm,2881.486721173453,27.94,telemetry,,27,
SC-10,SC,2026-09-16T11:00:00+07:00,884.127,mm,2881.3392118427505,27.98,telemetry,,27,
SC-10,SC,2026-09-16T12:00:00+07:00,885.345,mm,2881.207612636217,28.24,telemetry,,27,
SC-10,SC,2026-09-16T13:00:00+07:00,882.889,mm,2881.5749330522044,28.37,telemetry,,27,
SC-10,SC,2026-09-16T14:00:00+07:00,886.997,mm,2881.0243584792543,28.55,telemetry,,27,
SC-10,SC,2026-09-16T15:00:00+07:00,884.140,mm,2881.451840327207,28.71,telemetry,,27,
SC-10,SC,2026-09-16T16:00:00+07:00,884.315,mm,2881.433697105113,28.75,telemetry,,27,
SC-10,SC,2026-09-16T17:00:00+07:00,886.994,mm,2881.0858543550416,28.94,telemetry,,27,
SC-10,SC,2026-09-16T18:00:00+07:00,886.450,mm,2881.1920456776065,29.13,telemetry,,27,
SC-10,SC,2026-09-16T19:00:00+07:00,885.244,mm,2881.358725857659,29.1,telemetry,,27,
SC-10,SC,2026-09-16T20:00:00+07:00,883.707,mm,2881.5746049003787,29.1,telemetry,,27,
SC-10,SC,2026-09-16T21:00:00+07:00,884.148,mm,2881.508902982722,29.07,telemetry,,27,
SC-10,SC,2026-09-16T22:00:00+07:00,886.533,mm,2881.178559167439,29.11,telemetry,,27,
SC-10,SC,2026-09-16T23:00:00+07:00,886.651,mm,2881.1241051783977,28.88,telemetry,,27,
SC-10,SC,2026-09-17T00:00:00+07:00,886.211,mm,2881.1723341328,28.79,telemetry,,27,
SC-10,SC,2026-09-17T01:00:00+07:00,886.060,mm,2881.1778401760694,28.69,telemetry,,27,
SC-10,SC,2026-09-17T02:00:00+07:00,885.785,mm,2881.2017714950625,28.59,telemetry,,27,
SC-10,SC,2026-09-17T03:00:00+07:00,886.443,mm,2881.065945585031,28.32,telemetry,,27,
SC-10,SC,2026-09-17T04:00:00+07:00,887.023,mm,2880.962271843663,28.19,telemetry,,27,
SC-10,SC,2026-09-17T05:00:00+07:00,890.154,mm,2880.5047632182113,28.09,telemetry,,27,
SC-10,SC,2026-09-17T06:00:00+07:00,888.602,mm,2880.7080508011272,27.99,telemetry,,27,
SC-10,SC,2026-09-17T07:00:00+07:00,889.176,mm,2880.609003453604,27.88,telemetry,,27,
SC-10,SC,2026-09-17T08:00:00+07:00,886.265,mm,2881.007598225939,27.8,telemetry,,27,
SC-10,SC,2026-09-17T09:00:00+07:00,888.638,mm,2880.7039096404756,27.99,telemetry,,27,
SC-10,SC,2026-09-17T10:00:00+07:00,891.084,mm,2880.355768068667,27.98,telemetry,,27,
SC-10,SC,2026-09-17T11:00:00+07:00,890.998,mm,2880.372947737332,28.01,telemetry,,27,
SC-10,SC,2026-09-17T12:00:00+07:00,890.671,mm,2880.4375271731265,28.13,telemetry,,27,
SC-10,SC,2026-09-17T13:00:00+07:00,889.861,mm,2880.5909567393496,28.37,telemetry,,27,
SC-10,SC,2026-09-17T14:00:00+07:00,889.748,mm,2880.6233435643235,28.48,telemetry,,27,
SC-10,SC,2026-09-17T15:00:00+07:00,890.518,mm,2880.538784171914,28.63,telemetry,,27,
SC-10,SC,2026-09-17T16:00:00+07:00,890.939,mm,2880.5040074553995,28.79,telemetry,,27,
SC-10,SC,2026-09-17T17:00:00+07:00,890.739,mm,2880.559962985872,28.96,telemetry,,27,
SC-10,SC,2026-09-17T18:00:00+07:00,892.958,mm,2880.2392838344185,28.91,telemetry,,27,
SC-10,SC,2026-09-17T19:00:00+07:00,891.748,mm,2880.436306337322,29.08,telemetry,,27,
SC-10,SC,2026-09-17T20:00:00+07:00,890.452,mm,2880.621719402156,29.09,telemetry,,27,
SC-10,SC,2026-09-17T21:00:00+07:00,891.112,mm,2880.528157445358,29.09,telemetry,,27,
SC-10,SC,2026-09-17T22:00:00+07:00,890.723,mm,2880.5651876731117,28.98,telemetry,,27,
SC-10,SC,2026-09-17T23:00:00+07:00,891.553,mm,2880.4361942476785,28.9,telemetry,,27,
SC-10,SC,2026-09-18T00:00:00+07:00,892.229,mm,2880.317722047071,28.76,telemetry,,27,
SC-10,SC,2026-09-18T01:00:00+07:00,894.802,mm,2879.926014691334,28.58,telemetry,,27,
SC-10,SC,2026-09-18T02:00:00+07:00,893.975,mm,2880.030232726809,28.5,telemetry,,27,
SC-10,SC,2026-09-18T03:00:00+07:00,892.846,mm,2880.166159444833,28.35,telemetry,,27,
SC-10,SC,2026-09-18T04:00:00+07:00,894.078,mm,2879.9789951178027,28.27,telemetry,,27,
SC-10,SC,2026-09-18T05:00:00+07:00,894.582,mm,2879.878524551561,28.09,telemetry,,27,
SC-10,SC,2026-09-18T06:00:00+07:00,893.700,mm,2879.9769640654117,27.92,telemetry,,27,
SC-10,SC,2026-09-18T07:00:00+07:00,893.759,mm,2879.976070025404,27.97,telemetry,,27,
SC-10,SC,2026-09-18T08:00:00+07:00,895.800,mm,2879.659646930907,27.79,telemetry,,27,
SC-10,SC,2026-09-18T09:00:00+07:00,898.321,mm,2879.351957809279,28.01,telemetry,,27,
SC-10,SC,2026-09-18T10:00:00+07:00,895.815,mm,2879.6911292932414,27.91,telemetry,,27,
SC-10,SC,2026-09-18T11:00:00+07:00,895.548,mm,2879.746257879236,28.02,telemetry,,27,
SC-10,SC,2026-09-18T12:00:00+07:00,899.148,mm,2879.2697273063977,28.23,telemetry,,27,
SC-10,SC,2026-09-18T13:00:00+07:00,897.548,mm,2879.5031729590182,28.27,telemetry,,27,
SC-10,SC,2026-09-18T14:00:00+07:00,896.400,mm,2879.7155569670163,28.59,telemetry,,27,
SC-10,SC,2026-09-18T15:00:00+07:00,897.274,mm,2879.5870074438812,28.56,telemetry,,27,
SC-10,SC,2026-09-18T16:00:00+07:00,896.341,mm,2879.757630291542,28.8,telemetry,,27,
SC-10,SC,2026-09-18T17:00:00+07:00,898.318,mm,2879.493417202772,28.9,telemetry,,27,
SC-10,SC,2026-09-18T18:00:00+07:00,896.975,mm,2879.700353575957,29.01,telemetry,,27,
SC-10,SC,2026-09-18T19:00:00+07:00,899.926,mm,2879.2881847524814,29.04,telemetry,,27,
SC-10,SC,2026-09-18T20:00:00+07:00,900.502,mm,2879.219851633698,29.12,telemetry,,27,
SC-10,SC,2026-09-18T21:00:00+07:00,900.260,mm,2879.258682966866,29.15,telemetry,,27,
SC-10,SC,2026-09-18T22:00:00+07:00,899.198,mm,2879.4006758380146,29.1,telemetry,,27,
SC-10,SC,2026-09-18T23:00:00+07:00,901.464,mm,2879.048487290869,28.9,telemetry,,27,
SC-10,SC,2026-09-19T00:00:00+07:00,899.999,mm,2879.240418560723,28.8,telemetry,,27,
SC-10,SC,2026-09-19T01:00:00+07:00,902.106,mm,2878.930999053556,28.73,telemetry,,27,
SC-10,SC,2026-09-19T02:00:00+07:00,902.382,mm,2878.848167579463,28.45,telemetry,,27,
SC-10,SC,2026-09-19T03:00:00+07:00,901.233,mm,2878.9869946602444,28.3,telemetry,,27,
SC-10,SC,2026-09-19T04:00:00+07:00,903.340,mm,2878.688506470909,28.3,telemetry,,27,
SC-10,SC,2026-09-19T05:00:00+07:00,901.010,mm,2878.982156173028,28.07,telemetry,,27,
SC-10,SC,2026-09-19T06:00:00+07:00,899.617,mm,2879.164728596394,27.98,telemetry,,27,
SC-10,SC,2026-09-19T07:00:00+07:00,901.921,mm,2878.846434913479,28.03,telemetry,,27,
SC-10,SC,2026-09-19T08:00:00+07:00,900.753,mm,2878.9847559822388,27.86,telemetry,,27,
SC-10,SC,2026-09-19T09:00:00+07:00,902.538,mm,2878.7453561827483,27.94,telemetry,,27,
SC-10,SC,2026-09-19T10:00:00+07:00,902.820,mm,2878.7045852410442,27.94,telemetry,,27,
SC-10,SC,2026-09-19T11:00:00+07:00,900.620,mm,2879.0497771495275,28.15,telemetry,,27,
SC-10,SC,2026-09-19T12:00:00+07:00,903.739,mm,2878.6259650406673,28.26,telemetry,,27,
SC-10,SC,2026-09-19T13:00:00+07:00,902.154,mm,2878.8475804975624,28.24,telemetry,,27,
SC-10,SC,2026-09-19T14:00:00+07:00,902.746,mm,2878.794878493462,28.44,telemetry,,27,
SC-10,SC,2026-09-19T15:00:00+07:00,906.898,mm,2878.238460710418,28.63,telemetry,,27,
SC-10,SC,2026-09-19T16:00:00+07:00,902.590,mm,2878.8801730999107,28.84,telemetry,,27,
SC-10,SC,2026-09-19T17:00:00+07:00,903.271,mm,2878.792932234919,28.89,telemetry,,27,
SC-10,SC,2026-09-19T18:00:00+07:00,903.586,mm,2878.7812565553218,29.1,telemetry,,27,
SC-10,SC,2026-09-19T19:00:00+07:00,904.806,mm,2878.6116700785337,29.12,telemetry,,27,
SC-10,SC,2026-09-19T20:00:00+07:00,903.468,mm,2878.799328619051,29.11,telemetry,,27,
SC-10,SC,2026-09-19T21:00:00+07:00,906.275,mm,2878.3958871093723,29.07,telemetry,,27,
SC-10,SC,2026-09-19T22:00:00+07:00,903.034,mm,2878.844415951864,29.01,telemetry,,27,
SC-10,SC,2026-09-19T23:00:00+07:00,905.375,mm,2878.504337423697,28.95,telemetry,,27,
SC-10,SC,2026-09-20T00:00:00+07:00,905.475,mm,2878.4721189415986,28.84,telemetry,,27,
SC-10,SC,2026-09-20T01:00:00+07:00,907.515,mm,2878.157381967004,28.67,telemetry,,27,
SC-10,SC,2026-09-20T02:00:00+07:00,905.349,mm,2878.4357170185226,28.49,telemetry,,27,
SC-10,SC,2026-09-20T03:00:00+07:00,907.404,mm,2878.123487351864,28.36,telemetry,,27,
SC-10,SC,2026-09-20T04:00:00+07:00,907.030,mm,2878.156368898276,28.23,telemetry,,27,
SC-10,SC,2026-09-20T05:00:00+07:00,907.662,mm,2878.043661028397,28.08,telemetry,,27,
SC-10,SC,2026-09-20T06:00:00+07:00,908.999,mm,2877.8311550318936,27.94,telemetry,,27,
SC-10,SC,2026-09-20T07:00:00+07:00,908.174,mm,2877.9453950370826,27.92,telemetry,,27,
SC-10,SC,2026-09-20T08:00:00+07:00,908.302,mm,2877.9216029655354,27.89,telemetry,,27,
SC-10,SC,2026-09-20T09:00:00+07:00,906.866,mm,2878.119230839639,27.85,telemetry,,27,
SC-10,SC,2026-09-20T10:00:00+07:00,909.394,mm,2877.76794146263,27.89,telemetry,,27,
SC-10,SC,2026-09-20T11:00:00+07:00,908.827,mm,2877.88740558697,28.14,telemetry,,27,
SC-10,SC,2026-09-20T12:00:00+07:00,909.545,mm,2877.7989116952876,28.22,telemetry,,27,
SC-10,SC,2026-09-20T13:00:00+07:00,910.138,mm,2877.72544791827,28.29,telemetry,,27,
SC-10,SC,2026-09-20T14:00:00+07:00,909.341,mm,2877.8625335585994,28.44,telemetry,,27,
SC-10,SC,2026-09-20T15:00:00+07:00,909.130,mm,2877.9309945233736,28.68,telemetry,,27,
SC-10,SC,2026-09-20T16:00:00+07:00,907.486,mm,2878.1706956231005,28.73,telemetry,,27,
SC-10,SC,2026-09-20T17:00:00+07:00,910.709,mm,2877.7505047351083,28.95,telemetry,,27,
SC-10,SC,2026-09-20T18:00:00+07:00,908.390,mm,2878.100844371826,29.09,telemetry,,27,
SC-10,SC,2026-09-20T19:00:00+07:00,910.841,mm,2877.7553431872484,29.1,telemetry,,27,
SC-10,SC,2026-09-20T20:00:00+07:00,913.792,mm,2877.3262484513816,29.03,telemetry,,27,
SC-10,SC,2026-09-20T21:00:00+07:00,911.353,mm,2877.682922295899,29.1,telemetry,,27,
SC-10,SC,2026-09-20T22:00:00+07:00,911.515,mm,2877.647042376165,29.02,telemetry,,27,
SC-10,SC,2026-09-20T23:00:00+07:00,912.430,mm,2877.4995336437614,28.9,telemetry,,27,
SC-10,SC,2026-09-21T00:00:00+07:00,911.501,mm,2877.615731067425,28.81,telemetry,,27,
SC-10,SC,2026-09-21T01:00:00+07:00,910.560,mm,2877.7251152679437,28.66,telemetry,,27,
SC-10,SC,2026-09-21T02:00:00+07:00,913.442,mm,2877.2892284657923,28.48,telemetry,,27,
SC-10,SC,2026-09-21T03:00:00+07:00,911.251,mm,2877.579724517317,28.36,telemetry,,27,
SC-10,SC,2026-09-21T04:00:00+07:00,911.209,mm,2877.560161627925,28.2,telemetry,,27,
SC-10,SC,2026-09-21T05:00:00+07:00,914.038,mm,2877.1364700284234,28.05,telemetry,,27,
SC-10,SC,2026-09-21T06:00:00+07:00,913.399,mm,2877.209862914351,27.94,telemetry,,27,
SC-10,SC,2026-09-21T07:00:00+07:00,913.111,mm,2877.254993374519,27.97,telemetry,,27,
SC-10,SC,2026-09-21T08:00:00+07:00,913.194,mm,2877.2203523428443,27.83,telemetry,,27,
SC-10,SC,2026-09-21T09:00:00+07:00,915.907,mm,2876.8546438529193,27.94,telemetry,,27,
SC-10,SC,2026-09-21T10:00:00+07:00,912.996,mm,2877.2590867362305,27.89,telemetry,,27,
SC-10,SC,2026-09-21T11:00:00+07:00,915.605,mm,2876.9192665245064,28.08,telemetry,,27,
SC-10,SC,2026-09-21T12:00:00+07:00,913.368,mm,2877.252209904695,28.18,telemetry,,27,
SC-10,SC,2026-09-21T13:00:00+07:00,914.297,mm,2877.157282647865,28.41,telemetry,,27,
SC-10,SC,2026-09-21T14:00:00+07:00,914.878,mm,2877.095493567337,28.54,telemetry,,27,
SC-10,SC,2026-09-21T15:00:00+07:00,915.480,mm,2877.026807077352,28.64,telemetry,,27,
SC-10,SC,2026-09-21T16:00:00+07:00,916.599,mm,2876.895978835944,28.82,telemetry,,27,
SC-10,SC,2026-09-21T17:00:00+07:00,917.306,mm,2876.80670575655,28.88,telemetry,,27,
SC-10,SC,2026-09-21T18:00:00+07:00,917.177,mm,2876.840514025533,28.98,telemetry,,27,
SC-10,SC,2026-09-21T19:00:00+07:00,916.307,mm,2876.9725664984007,29.04,telemetry,,27,
SC-10,SC,2026-09-21T20:00:00+07:00,916.462,mm,2876.951582692344,29.04,telemetry,,27,
SC-10,SC,2026-09-21T21:00:00+07:00,917.842,mm,2876.762384623991,29.08,telemetry,,27,
SC-10,SC,2026-09-21T22:00:00+07:00,918.179,mm,2876.6921856048666,28.94,telemetry,,27,
SC-10,SC,2026-09-21T23:00:00+07:00,917.693,mm,2876.7554474076906,28.91,telemetry,,27,
SC-10,SC,2026-09-22T00:00:00+07:00,917.461,mm,2876.7673525137056,28.77,telemetry,,27,
SC-10,SC,2026-09-22T00:16:20.245+07:00,917.749,mm,2876.718,28.72,telemetry,,27,
SC-11,SC,2026-08-23T02:00:00+07:00,637.079,mm,2888.009871965643,28.46,telemetry,,28,
SC-11,SC,2026-08-23T08:00:00+07:00,640.749,mm,2887.3947136796346,27.83,telemetry,,28,
SC-11,SC,2026-08-23T14:00:00+07:00,641.088,mm,2887.4435418067324,28.45,telemetry,,28,
SC-11,SC,2026-08-23T20:00:00+07:00,643.911,mm,2887.145309264665,29.08,telemetry,,28,
SC-11,SC,2026-08-24T02:00:00+07:00,644.527,mm,2886.964790915666,28.48,telemetry,,28,
SC-11,SC,2026-08-24T08:00:00+07:00,649.453,mm,2886.1768241857944,27.89,telemetry,,28,
SC-11,SC,2026-08-24T14:00:00+07:00,652.073,mm,2885.9102686253673,28.54,telemetry,,28,
SC-11,SC,2026-08-24T20:00:00+07:00,653.075,mm,2885.837908201315,28.98,telemetry,,28,
SC-11,SC,2026-08-25T02:00:00+07:00,656.828,mm,2885.226650091384,28.46,telemetry,,28,
SC-11,SC,2026-08-25T08:00:00+07:00,658.072,mm,2884.962890461668,27.9,telemetry,,28,
SC-11,SC,2026-08-25T14:00:00+07:00,661.741,mm,2884.5415714967853,28.51,telemetry,,28,
SC-11,SC,2026-08-25T20:00:00+07:00,663.169,mm,2884.442182621079,29.15,telemetry,,28,
SC-11,SC,2026-08-26T02:00:00+07:00,665.331,mm,2884.0324799563796,28.49,telemetry,,28,
SC-11,SC,2026-08-26T08:00:00+07:00,667.349,mm,2883.6426541534875,27.83,telemetry,,28,
SC-11,SC,2026-08-26T14:00:00+07:00,668.011,mm,2883.646171562551,28.44,telemetry,,28,
SC-11,SC,2026-08-26T20:00:00+07:00,674.641,mm,2882.813003502491,29.09,telemetry,,28,
SC-11,SC,2026-08-27T02:00:00+07:00,675.471,mm,2882.598473993961,28.47,telemetry,,28,
SC-11,SC,2026-08-27T08:00:00+07:00,677.751,mm,2882.1972843859567,27.97,telemetry,,28,
SC-11,SC,2026-08-27T14:00:00+07:00,681.452,mm,2881.766203285555,28.55,telemetry,,28,
SC-11,SC,2026-08-27T20:00:00+07:00,682.588,mm,2881.697077329214,29.13,telemetry,,28,
SC-11,SC,2026-08-28T02:00:00+07:00,683.997,mm,2881.4002801670626,28.51,telemetry,,28,
SC-11,SC,2026-08-28T08:00:00+07:00,684.846,mm,2881.182024973483,27.89,telemetry,,28,
SC-11,SC,2026-08-28T14:00:00+07:00,689.264,mm,2880.655699075128,28.51,telemetry,,28,
SC-11,SC,2026-08-28T20:00:00+07:00,690.317,mm,2880.5844767608546,28.99,telemetry,,28,
SC-11,SC,2026-08-29T02:00:00+07:00,690.809,mm,2880.4233162281353,28.42,telemetry,,28,
SC-11,SC,2026-08-29T08:00:00+07:00,694.612,mm,2879.824528903831,28.03,telemetry,,28,
SC-11,SC,2026-08-29T14:00:00+07:00,697.061,mm,2879.548352735592,28.47,telemetry,,28,
SC-11,SC,2026-08-29T20:00:00+07:00,698.756,mm,2879.422369936806,29.19,telemetry,,28,
SC-11,SC,2026-08-30T02:00:00+07:00,702.271,mm,2878.8208736717925,28.53,telemetry,,28,
SC-11,SC,2026-08-30T08:00:00+07:00,704.797,mm,2878.3757877623534,27.97,telemetry,,28,
SC-11,SC,2026-08-30T14:00:00+07:00,706.731,mm,2878.187107653302,28.5,telemetry,,28,
SC-11,SC,2026-08-30T20:00:00+07:00,706.510,mm,2878.3066396957106,29.06,telemetry,,28,
SC-11,SC,2026-08-31T02:00:00+07:00,709.685,mm,2877.767039144769,28.49,telemetry,,28,
SC-11,SC,2026-08-31T08:00:00+07:00,712.821,mm,2877.242170061242,27.98,telemetry,,28,
SC-11,SC,2026-08-31T14:00:00+07:00,714.834,mm,2877.0417055641196,28.51,telemetry,,28,
SC-11,SC,2026-08-31T20:00:00+07:00,715.772,mm,2876.9969364200247,29.06,telemetry,,28,
SC-11,SC,2026-09-01T02:00:00+07:00,717.178,mm,2876.719317837671,28.56,telemetry,,28,
SC-11,SC,2026-09-01T03:00:00+07:00,720.096,mm,2876.265349879667,28.31,telemetry,,28,
SC-11,SC,2026-09-01T04:00:00+07:00,720.297,mm,2876.2141975816503,28.16,telemetry,,28,
